"ID","abstract"
27528067,"Impaired nitric oxide (NO) vasodilation (endothelial dysfunction) is associated with obesity and thought to be a factor in the development of hypertension. We previously found that NO synthesis inhibition had similar pressor effects in obese hypertensives compared with healthy control during autonomic blockade, suggesting that impaired NO vasodilation is secondary to sympathetic activation. We tested this hypothesis by determining the effect of autonomic blockade (trimethaphan 4 mg/min IV) on NO-mediated vasodilation (increase in forearm blood flow to intrabrachial acetylcholine) compared with endothelial-independent vasodilation (intrabrachial sodium nitroprusside) in obese hypertensive subjects (30<body mass index<40 kg/m(2)). Acetylcholine and sodium nitroprusside were given at equipotent doses (10, 30, and 50 μg/min and 1, 2, and 3 μg/min, respectively) to 14 obese subjects (49±3.6 years, 34±1 kg/m(2), 165/94±7/6 mm Hg), on separate occasions 1 month apart, randomly assigned. Autonomic blockade increased basal forearm blood flow (from 3.9±0.7 to 5.2±1.2 mL/100 mL per minute, P=0.078). As expected, NO-mediated vasodilation was blunted on the intact day compared with NO-independent vasodilation; forearm blood flow increased from 3.6±0.6 to 10.1±1.1 with the highest dose of nitroprusside, but only from 3.7±0.4 to 7.2±0.8 mL/100 mL per minute with the highest dose of acetylcholine, P<0.05. In contrast, forearm blood flow responses to acetylcholine were restored by autonomic blockade and were no longer different to nitroprusside (from 6.2±1.1 to 11.4±1.6 mL/100 mL per minute and from 5.2±0.9 to 12.5±0.9, respectively, P=0.58). Our results support the concept that sympathetic activation contributes to the impairment in NO-mediated vasodilation seen in obesity-associated hypertension and provides further rationale to explore it as a therapeutic target.© 2016 American Heart Association, Inc."
26475930,"Increasing the breadth of human immunodeficiency virus type 1 (HIV-1) vaccine-elicited immune responses or targeting conserved regions may improve coverage of circulating strains. HIV Vaccine Trials Network 083 tested whether cellular immune responses with these features are induced by prime-boost strategies, using heterologous vectors, heterologous inserts, or a combination of both.A total of 180 participants were randomly assigned to receive combinations of adenovirus vectors (Ad5 or Ad35) and HIV-1 envelope (Env) gene inserts (clade A or B) in a prime-boost regimen.T-cell responses to heterologous and homologous insert regimens targeted a similar number of epitopes (ratio of means, 1.0; 95% confidence interval [CI], .6-1.6; P = .91), but heterologous insert regimens induced significantly more epitopes that were shared between EnvA and EnvB than homologous insert regimens (ratio of means, 2.7; 95% CI, 1.2-5.7; P = .01). Participants in the heterologous versus homologous insert groups had T-cell responses that targeted epitopes with greater evolutionary conservation (mean entropy [±SD], 0.32 ± 0.1 bits; P = .003), and epitopes recognized by responders provided higher coverage (49%; P = .035). Heterologous vector regimens had higher numbers of total, EnvA, and EnvB epitopes than homologous vector regimens (P = .02, .044, and .045, respectively).These data demonstrate that vaccination with heterologous insert prime boosting increased T-cell responses to shared epitopes, while heterologous vector prime boosting increased the number of T-cell epitopes recognized.NCT01095224.© The Author 2015. Published by Oxford University Press for the Infectious Diseases Society of America. All rights reserved. For permissions, e-mail journals.permissions@oup.com."
33367196,"Interstitial cystitis/bladder pain syndrome (IC/BPS) is a debilitating condition carrying substantial psychosocial burden. Psychological treatment for IC/BPS is little studied, and there are barriers to its use in clinical management. Whether psychological treatments benefit patients with IC/BPS is unclear and we do not know if such treatments would meet patient needs.Incorporating patient-reported needs and acknowledging diversity in pain experiences can inform patient-centered interventions for IC/BPS. This project characterized the experience of living with IC/BPS and patient perceptions of needs in its treatment, with the goal of informing patient-centered treatment for IC/BPS.Using both quantitative and qualitative methods, 27 females with IC/BPS participated in a focus group and completed validated self-report assessments evaluating urinary symptoms, pain, and emotional functioning. Focus groups were audio recorded and transcribed, then coded and analyzed using an iterative inductive/deductive approach. Linear regression models evaluated the relationship between psychological functioning and symptom severity.We conducted six focus groups between 8/2017-12/2017. Five major themes emerged from qualitative analysis: managing physical symptoms, emotional symptoms, impact on daily life and socio-contextual factors, responding to illness, and addressing needs in treatment. The physiological and emotional consequences of IC/BPS were reported, highlighting their impact on interpersonal relationships and challenges obtaining appropriate treatment for IC/BPS. Quantitative analysis showed depression levels were significantly associated with worsened IC/BPS symptomology, after controlling for known confounding factors.Individuals with IC/BPS could benefit from tailored psychological interventions focusing on pain management, emotion regulation, communications skills, along with sexual dysfunction and intimacy fears."
29657146,"The prevalence of heart failure is increased 2-fold in patients with rheumatoid arthritis (RA); this is not explained by ischemic heart disease or other risk factors for heart failure. We hypothesized that in patients with RA without known heart disease, cardiac magnetic resonance imaging (cMRI) would detect altered cardiac structure, function, and fibrosis.We performed 1.5-T cMRI in 59 patients with RA and 56 controls frequency-matched for age, race, and sex, and compared cMRI indices of structure, function, and fibrosis [late gadolinium enhancement (LGE), native T1 mapping, and extracellular volume (ECV)] using Mann-Whitney U tests and linear regression, adjusting for age, race, and sex.Most patients with RA had low to moderate disease activity [28-joint count Disease Activity Score-C-reactive protein median 3.16, interquartile range (IQR) 2.03-4.05], and 49% were receiving anti-tumor necrosis factor agents. Left ventricular (LV) mass, LV end-diastolic and -systolic volumes indexed to body surface area, and LV ejection fraction and left atrial size were not altered in RA compared to controls (all p > 0.05). Measures of fibrosis were not increased in RA: LGE was present in 2 patients with RA and 1 control subject; native T1 mapping was similar comparing RA and control subjects, and ECV (median, IQR) was lower (26.6%, 24.7-28.5%) in patients with RA compared to control subjects (27.5%, 25.4-30.4%, p = 0.03).cMRI measures of cardiac structure and function were not significantly altered, and measures of fibrosis were similar or lower in RA patients with low to moderate disease activity compared to a matched control group."
36549342,"Social anxiety is associated with diminished automatic approach toward positive social cues that may limit the ability to connect with others. This diminished approach bias may be a modifiable treatment target. We evaluated the effects of an approach avoidance training procedure on positive emotions, social relationship outcomes, clinical symptoms, and neural indices of social approach and reward processing. Forty-five individuals with social anxiety disorder were randomized (parallel 1:1 randomization) to complete computerized Approach Positive training (n = 21) or Balanced training(n = 24). Sessions included a standardized social interaction task. Participants were blind to training group. Participants completed clinical outcome measures and functional magnetic resonance imaging at baseline and post intervention with an MRI-compatible AAT and the social incentive delay task (SID). Both groups displayed significant improvements of similar magnitude on the primary outcome of social connectedness (between group post-treatment d = -0.21) but not positive affect (d = -0.09), from before to after treatment, persisting through follow-up. Groups demonstrated significant improvements on additional outcomes including anxiety, depression, and anhedonia symptoms. Participants in Approach Positive AAT demonstrated increased activation in the thalamus and medial prefrontal cortex during social versus neutral- approach relative to Balanced AAT during the fMRI AAT. Participants in Balanced AAT showed increased activation in regions within an a priori-defined striatum region of interest mask during anticipation of social reward (vs. baseline) in the SID relative to Approach Positive AAT. At a neural processing level AAT may influence the valuation and motivations associated with positive social cues regulated by the mPFC and thalamus. NCT02136212, NIMH R00MH090243.Copyright © 2022 The Authors. Published by Elsevier B.V. All rights reserved."
31487564,"There are limited data from the US on outcomes of patients in specialty care for familial hypercholesterolemia (FH).CASCADE FH Registry data were analyzed to assess longitudinal changes in medication usage, in low density lipoprotein cholesterol (LDL-C) levels, and the rate of major adverse cardiovascular events (MACE (myocardial infarction, coronary revascularization, stroke or transient ischemic attack) in adults with FH followed in US specialty clinics.The cohort consisted of 1900 individuals (61% women, 87% Caucasian), with mean age of 56 ± 15 years, 37% prevalence of ASCVD at enrollment, mean pretreatment LDL-C 249 ± 68 mg/dl, mean enrollment LDL-C 145 mg/dl and 93% taking lipid lowering therapy. Over follow up of 20 ± 11 months, lipid lowering therapy use increased (mean decrease in LDL-C of 32 mg/dl (p < 0.001)). Only 48% of participants achieved LDL-C < 100 mg/dl and 22% achieved LDL-C < 70 mg/dl; ASCVD at enrollment was associated with greater likelihood of goal achievement. MACE event rates were almost 6 times higher among patients with prior ASCVD compared to those without (4.6 vs 0.8/100 patient years). Also associated with incident MACE were markers of FH severity and conventional ASCVD risk factors.With care in FH specialized clinics, LDL-C decreased, but LDL-C persisted >100 mg/dl in 52% of patients. High ASCVD event rates suggest that adults with FH warrant designation as having an ASCVD risk equivalent. Earlier and more aggressive therapy of FH is needed to prevent ASCVD events.Copyright © 2019 [The Author/The Authors]. Published by Elsevier B.V. All rights reserved."
26264465,"The purpose of this study was to test the psychometric properties of an enhanced Adult Epilepsy Self-Management Measurement Instrument (AESMMI). An instrument of 113 items, covering 10 a priori self-management domains, was generated through a multiphase process, based on a review of the literature, validated epilepsy and other chronic condition self-management scales and expert input. Reliability and exploratory factor analyses were conducted on data collected from 422 adults with epilepsy. The instrument was reduced to 65 items, converging on 11 factors: Health-care Communication, Coping, Treatment Management, Seizure Tracking, Social Support, Seizure Response, Wellness, Medication Adherence, Safety, Stress Management, and Proactivity. Exploratory factors supported the construct validity for 6 a priori domains, albeit with significant changes in the retained items or in their scope and 3 new factors. One a priori domain was split in 2 subscales pertaining to treatment. The configuration of the 11 factors provides additional insight into epilepsy self-management behaviors. Internal consistency reliability of the 65-item instrument was high (α=.935). Correlations with independent measures of health status, quality of life, depression, seizure severity, and life impact of epilepsy further validated the instrument. This instrument shows potential for use in research and clinical settings and for assessing intervention outcomes and self-management behaviors in adults with epilepsy.Copyright © 2015 Elsevier Inc. All rights reserved."
35179176,"Melanoma is the second most common cancer in young adults. Social media may be a means to conduct interventions to increase sun safety in young adults.We conducted a randomized proof-of-concept pilot trial to evaluate the feasibility and acceptability of a dissonance-based social media intervention designed to promote sun safety in young adult tanners.Young adult tanners (N = 66) were randomized into two 4-week interventions in which participants were incentivized to create content for a social media campaign on healthy skin or healthy lifestyle. Feasibility outcomes included retention, participation, acceptability, and contamination. We also examined the impact of participation on motivation to engage in the target health behaviors and outdoor tanning intentions.Retention was 100%. Most Healthy Skin (88%) and Healthy Lifestyle participants (91%) created ≥1 post. Acceptability was high with 94% and 97% of participants in Healthy Skin and Healthy Lifestyle conditions, respectively, agreeing they would recommend the campaign to a friend. At 4 weeks, Healthy Skin participants reported greater declines in motivation to tan indoors (p = .0017) and outdoors (p = .0003), and greater increases in motivation to wear sunscreen (p = .0009) and protective clothing (p = .0342). Healthy Skin participants reported greater declines in intentions to tan outdoors in the next year (p = .0286).A dissonance-based, social media sun safety intervention was feasible and acceptable. Future research should examine the efficacy and longer-term effects of this intervention in young adults at elevated risk for skin cancer.Clinicaltrials.gov NCT03834974 https://clinicaltrials.gov/ct2/show/NCT03834974.© Society of Behavioral Medicine 2022. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com."
28089678,"Physical activity has been shown to ameliorate dopaminergic degeneration in non-human animal models. However, the effects of regular physical activity on normal age-related changes in dopamine function in humans are unknown. Here we present cross-sectional data from forty-four healthy human subjects between 23 and 80 years old, showing that typical age-related dopamine D2 receptor loss, assessed with PET [18F]fallypride, was significantly reduced in physically active adults compared to less active adults.Copyright © 2017 Elsevier Inc. All rights reserved."
33003107,"Fibromyalgia (FM) is characterized by widespread chronic pain, fatigue, and somatic symptoms. The influence of phenotypic changes in monocytes on symptoms associated with FM is not fully understood. The primary aim of this study was to take a comprehensive whole-body to molecular approach in characterizing relationships between monocyte phenotype and FM symptoms in relevant clinical populations. Lipopolysaccharide-evoked and spontaneous secretion of IL-5 and other select cytokines from circulating monocytes was higher in women with FM compared to women without pain. In addition, greater secretion of IL-5 was significantly associated with pain and other clinically relevant psychological and somatic symptoms of FM. Furthermore, higher levels of pain and pain-related symptoms were associated with a lower percentage of intermediate monocytes (CD14++/CD16+) and a greater percentage of nonclassical monocytes (CD14+/CD16++) in women with FM. Based on findings from individuals with FM, we examined the role of IL-5, an atypical cytokine secreted from monocytes, in an animal model of widespread muscle pain. Results from the animal model show that IL-5 produces analgesia and polarizes monocytes toward an anti-inflammatory phenotype (CD206+). Taken together, our data suggest that monocyte phenotype and their cytokine profiles are associated with pain-related symptoms in individuals with FM. Furthermore, our data show that IL-5 has a potential role in analgesia in an animal model of FM. Thus, targeting anti-inflammatory cytokines such as IL-5 secreted by circulating leukocytes could serve as a promising intervention to control pain and other somatic symptoms associated with FM.Copyright © 2020 International Association for the Study of Pain."
33852720,"The growth hormone (GH)/insulin-like growth factor-1 (IGF-1) axis modulates critical metabolic pathways; however, little is known regarding effects of augmenting pulsatile GH secretion on immune function in humans. This study used proteomics and gene set enrichment analysis to assess effects of a GH releasing hormone (GHRH) analog, tesamorelin, on circulating immune markers and liver tissue in people with human immunodeficiency virus (HIV) (PWH) and nonalcoholic fatty liver disease (NAFLD).92 biomarkers associated with immunity, chemotaxis, and metabolism were measured in plasma samples from 61 PWH with NAFLD who participated in a double-blind, randomized trial of tesamorelin versus placebo for 12 months. Gene set enrichment analysis was performed on serial liver biopsies targeted to immune pathways.Tesamorelin, compared to placebo, decreased interconnected proteins related to cytotoxic T-cell and monocyte activation. Circulating concentrations of 13 proteins were significantly decreased, and no proteins increased, by tesamorelin. These included 4 chemokines (CCL3, CCL4, CCL13 [MCP4], IL8 [CXCL8]), 2 cytokines (IL-10 and CSF-1), and 4 T-cell associated molecules (CD8A, CRTAM, GZMA, ADGRG1), as well as ARG1, Gal-9, and HGF. Network analysis indicated close interaction among the gene pathways responsible for these proteins, with imputational analyses suggesting down-regulation of a closely related cluster of immune pathways. Targeted transcriptomics using liver tissue confirmed a significant end-organ signal of down-regulated immune activation pathways.Long-term treatment with a GHRH analog reduced markers of T-cell and monocyte/macrophage activity, suggesting that augmentation of the GH axis may ameliorate immune activation in an HIV population with metabolic dysregulation, systemic and end organ inflammation. Clinical Trials Registration. NCT02196831.© The Author(s) 2021. Published by Oxford University Press for the Infectious Diseases Society of America. All rights reserved. For permissions, e-mail: journals.permissions@oup.com."
